Tejas Document Number,Document Date,Annexure Number,Annexure Date,Serial Number,Item Description,Quantity,Carried Forward Balance,Balance From Previous Annexure,Job Worker DC Number,Date,Item Description,Board Quantity,Nature of Process Done,Per Board,Consumption,Total Consumption,Balance,Balance C/F to Annexure,Returned,Scrap
2015202052,4/13/2015,44,4/13/2015,1,999-AYC000090-E,291,4193,1597,,,,,,,,0,4484,102,0,0
2015202052,4/13/2015,44,4/13/2015,2,999-AYC000212-E,500,74,1144,,,,,,,,0,76,,498,0
2015202052,4/13/2015,44,4/13/2015,3,999-AYC000220-E,576,395,1145,,,,,,,,0,523,,448,0
2015202052,4/13/2015,44,4/13/2015,4,999-AYC000221-E,250,159,1145,,,,,,,,0,409,,0,0
2015202052,4/13/2015,44,4/13/2015,5,999-AYC000222-E,500,395,1145,,,,,,,,0,399,,496,0
2015202052,4/13/2015,44,4/13/2015,6,999-AYC000224-E,500,395,1145,,,,,,,,0,398,,497,0
2015202052,4/13/2015,44,4/13/2015,7,999-AYC000230-E,500,107,1145,,,,,,,,0,113,,494,0
2015202052,4/13/2015,44,4/13/2015,8,999-AYC000345-E,500,395,1145,,,,,,,,0,895,,0,0


,,Total Quantity,9730
,,Total Consumption,0
,,Total Scrap,0
,,Total Returned,2433
,,Total Balance,7297
