Tejas Document Number,Document Date,Annexure Number,Annexure Date,Serial Number,Item Description,Quantity,Carried Forward Balance,Balance From Previous Annexure,Job Worker DC Number,Date,Item Description,Board Quantity,Nature of Process Done,Per Board,Consumption,Total Consumption,Balance,Balance C/F to Annexure,Returned,Scrap
2014270547,3/29/2015,1961,3/29/2015,1,999-AYC000325-E,300,2,1447,130,07-Jul-15,170-PCA000002-E,3,ASSEMBLY,1,3,8,0,,120,174
,,,,,,,,,132,09-Jul-15,170-PCA000002-E,3,ASSEMBLY,1,3,,,,,
,,,,,,,,,242,19-Jan-16,170-PCA000002-E,2,ASSEMBLY,1,2,,,,,
2014270547,3/29/2015,1961,3/29/2015,2,999-AYC395506-E,460,23,1553,,,,,,,,0,0,,313,170
2014270547,3/29/2015,1961,3/29/2015,3,999-BZC000042-X,200,0,1337,141,13-Jul-15,001-PCA000062-E,10,ASSEMBLY,3,30,150,50,22,0,0
,,,,,,,,,145,15-Jul-15,001-PCA000062-E,34,ASSEMBLY,3,102,,,,,
,,,,,,,,,189,21-Sep-15,001-PCA000062-E,6,ASSEMBLY,3,18,,,,,


,,Total Quantity,985
,,Total Consumption,158
,,Total Scrap,344
,,Total Returned,433
,,Total Balance,50
